info;
"{""id"":""WOZ20022.json"",""log"":[""Merhaba, şehrin batı tarafında İskoç bir restoran arıyorum."",""Size yardımcı olabilirim. Veritabanımda böyle bir restoran yok gibi görünüyor. Farklı bir restoran bulmanıza yardımcı olabilir miyim?"",""Şehrin batısında Hint yemekleri sunan bir restoran var mı?"",""Şehrin batı kesiminde birkaç Hint restoranı buldum. Pahalı veya orta fiyatlı bir restoran mı arıyorsunuz?"",""Pahalı"",""Şehrin batısında pahalı fiyat aralığında birkaç tane restoran buldum, başka bir konuda size yardımcı olabilir miyim?"",""Bana bir telefon numarası verebilir misin?"",""Cocum, veritabanındaki şehrin batısındaki ilk pahalı Hint restoranı. Cocum için telefon numarası 01223 366668'dir."",""Hangi mutfak sunuyorlar?"",""Hint yemekleri servis ediyorlar."",""Bana adresi verir misin?"",""Cocum, 71 castle street city centre 'da yer almaktadır. Size yardımcı olabileceğim başka bir şey var mı?"",""Hayır, teşekkürler, tek ihtiyacım olan bu. Güle güle!"",""Teşekkür ederim. İyi günler!""]}";
"{""id"":""SNG1308.json"",""log"":[""Pahalı bir İngiliz restoranı istiyorum."",""Elbette, size bu konuda yardım edeyim. Şehrin hangi bölgesinde yemek istersiniz?"",""Herhangi bir bölge iyi. Favori olanın posta kodunu alabilir miyim?"",""Tabii! travellers rest 'i tavsiye ederim. Posta kodu cb30df. Size yardımcı olabileceğim başka bir şey var mı?"",""Şimdilik bu yeterli, yardımın için teşekkürler."",""Rica ederim iyi günler!""]}";
"{""id"":""WOZ20108.json"",""log"":[""Şehrin herhangi bir yerinde deniz ürünleri servis eden restoran arıyorum."",""Loch Fyne, şehir merkezinde deniz ürünleri sunan bir restoran. Daha fazla bilgi ister misiniz?"",""Telefon numarası ve fiyat aralığı nedir?"",""Telefon 01223 362433 ve bu pahalı bir restoran."",""Kulağa hoş geliyor. Teşekkürler!"",""Rica ederim. Hoşça kalın!""]}";
"{""id"":""SNG1376.json"",""log"":[""Merkezde ve pahalı bir restoran arıyorum."",""Fitzbillies restoran İngiliz yemekleri sunmaktadır, merkezde yer alır ve pahalıdır. Adresi 51 Trumpington Street Şehir Merkezidir."",""Etrafında Çin restoranı var mı?"",""Evet, birkaç tane var. Tang Çince tavsiye edebilirim. Bunu senin için ayırmamı ister misin?"",""Pazar günü saat 13: 00'te uygunluk var mı?"",""Evet uygunlar. Partide kaç kişi olacaksınız?"",""Partide 7 kişi olacak."",""Tang Chinese'de rezervasyon yaptırdınız. Referans numarası P04KA65H'dir. Bugün sizin için yapabileceğim başka bir şey var mı?"",""Hepsi bu kadar, teşekkürler."",""Yardım edebilmeme sevindim, afiyet olsun!""]}";
"{""id"":""SSNG0078.json"",""log"":[""Şehrin doğusunda İngiliz yemekleri servis eden bir yerde yemek istiyorum."",""Grafton Hotel Restaurant'ı 619 Newmarket Yolu'nda buldum. Rezervasyon ister misiniz?"",""Restoran pahalı fiyat aralığında mı?"","" Evet, pahalı fiyat aralığında. Adresi istiyor musunuz?""]}";
"{""id"":""SSNG0100.json"",""log"":[""Günaydın, ortalama fiyat aralığında bistro servisi yapan bir restoran bulmak için yardıma ihtiyacım var."",""Aradığınız özelliklere sahip bir restoran bulamadım. Başka bir şey ister misin?"",""İngiliz yemeği olan var mı?"",""İngiliz yemekleri sunan 5 restoran var. Tercih ettiğiniz bir bölge var mı?"",""Tercih ettiğim bir bölge yok. Hangilerinin Salı günü saat 12: 30'da 6 kişi için bir masası var?"",""Tercih ettiğiniz bir fiyat aralığı var mı?"",""Hayır fiyat önemli değil."",""Ortalama bir fiyat aralığında Restaurant One Seven var. Rezervasyon yaptırmamı ister misiniz?"",""Evet, lütfen."",""Rezervasyon başarısız oldu, başka bir tercihiniz var mı?"",""Sadece aynı bölgede ve aynı fiyat aralığına sahip bir restorana ihtiyacım var."",""Elbette. Size şehrin merkez kısmında olan oak bistro 'da bir masa rezervasyonu yaptım. Rezervasyon numaranız CMJ6WM0Z'dir."",""Harika, bunun için teşekkürler. Görüşürüz!"",""Tabii, size yardım etmek için buradayım. Hoşçakalın!""]}";
"{""id"":""WOZ20490.json"",""log"":[""Vietnam yemekleri sunan ucuz bir restoran istiyorum."",""Şehrin batı kesiminde Thanh Binh'ı buldum."",""Adres ve telefon numarası nedir?"",""Thanh binh'e 01223 362456 adresinden ulaşılabilir ve 17 magdalene caddesi şehir merkezinde yer almaktadır."",""Teşekkür ederim hoşçakal."",""Teşekkürler ve hoşçakalın!""]}";
"{""id"":""WOZ20509.json"",""log"":[""Malezya yemeği arıyorum."",""Üzgünüm herhangi bir Malezya restoranı bulamıyorum. Size başka bir şey teklif edebilir miyim?"",""Asya oryantal yemekleri önerebilir misin?"",""Beş sonuç buldum. Belirli bir alan veya fiyat aralığıyla ilgileniyor musunuz?"",""Belirli bir alan yok, ama pahalı bir restoran arıyorum."",""169 High Street Chesterton Chesterton'da saigon city var, telefon 01223 356555."",""Başka bir yer var mı?"",""Şehrin merkezinde 52 Mill Road City Center'da da Kymmoy var. Telefon numaraları 01223 311911."",""Teşekkürler, güle güle"",""Teşekkürler ve afiyet olsun!""]}";
"{""id"":""WOZ20439.json"",""log"":[""Şehirde eritre restoranı var mı?"",""Hayır, kasabada eritre restoranı yok. Farklı bir restoran ister misiniz?"",""Çin yemeği nasıl?"",""Çok çeşitli Çin restoranları var, aramayı daraltmak için bir bölge tercihiniz veya fiyat tercihiniz var mı?"",""Şehrin doğu kısmında istiyorum."",""Yu Garden adında doğu bölgesinde bir Çin restoranı var."",""Yu Garden'ın adresini, telefon numarasını ve posta kodunu alabilir miyim?"",""Telefon 01223 248882, adres ve posta kodu 529 Newmarket Road Fen Ditton CB 5, 8 PA"",""Teşekkür ederim. İhtiyacım olan tüm bilgileri aldım. Güle güle!\n"",""Hoşçakalın!""]}";
"{""id"":""WOZ20034.json"",""log"":[""Akdeniz restoranı ariyorum ve şehrin hangi bölgesinde olduğunu önemsemiyorum"",""Az ya da çok pahalı bir şey mi arıyorsunuz?"",""Fiyat aralığı önemli değil."",""la mimosa merkezde güzel bir Akdeniz restoranıdır."",""Kulağa hoş geliyor. Telefon numaralarını alabilir miyim?"",""La Mimosa'nin telefon numarası 01223 362525. Başka bir konuda yardımcı olabilir miyim?"",""Teşekkür ederim hoşçakal."",""Rica ederim. İyi günler, hoşçakal.""]}";
"{""id"":""WOZ20178.json"",""log"":[""Şehrin batısındaki bir restoranda yemek yemek istiyorum. Bana bir tane bulabilir misin?"",""Size yardımcı olmaktan memnuniyet duyarım. Şehrin batı kesiminde birçok restoran var. Pahalı , orta veya ucuz bir restoranı mı tercih edersiniz?"",""Orta fiyatlı."",""Orta fiyat aralığında çok lezzetli bir Hint restoranı var. Adı Meghna. Bilgilerini ister misiniz?"",""evet lütfen bana telefon numarasını ve adresini ver."",""Meghna, 205 Victoria Road Chesterton adresinde şehrin batı tarafında yer alır ve telefon numarası 01223 727410'dur. İhtiyacınız olan başka bilgi var mı?"",""Hayır, teşekkür ederim hoşçakal"",""Rica ederim, hoşçakalın."",""Güle güle!"",""Cambridge restoran sistemini kullandığınız için teşekkür ederiz. Güle güle""]}";
"{""id"":""WOZ20000.json"",""log"":[""Şehrin güney kesiminde pahalı bir restoran arıyorum."",""Şehrin güney kesiminde pahalı yemekler sunan birçok restoran var. Mutfak tercihiniz var mı?"",""Hayır Mutfak türünü önemsemiyorum."",""Chiquito Restaurant Bar adında şehrin güney kesiminde yer alan bir Meksika restoranı var."",""Adresi nedir?"",""Adres 2G Cambridge Eğlence Parkı Cherry Hinton Yolu Cherry Hinton, size yardımcı olabileceğim başka bir konu var mı?\n"",""Sundukları mutfak türü nedir?"",""Meksika yemekleri servis ediyorlar."",""Hayır, aradığım şey bu. Çok teşekkürler!"",""Cambridge Restaurant Sistemini kullandığınız için çok teşekkür ederim.""]}";
"{""id"":""WOZ20251.json"",""log"":[""Ucuz Türk yemeği istiyorum."",""Uygun bir yer gösteremediğim için üzgünüm. Başka bir şey denemek ister misiniz?"",""Tamam, bir İtalyan restoranına var mı?"",""Kriterlerinize uyan 5 kayıt var. Bir bölge tercihiniz var mı?\n"",""Ucuz olduğu sürece bölge tercihim yok. Lütfen birini önerin."",""Ask ucuz fiyatlı kategoride bir İtalyan restoranıdır ve şehrin merkezindedir.\n"",""Adres ve telefon numarasını alabilir miyim?"",""Ask 12 Bridge Street Şehir Merkezi'nde ve 01223 364917 numaralı telefondan ulaşılabilir. Bugün size başka bir konuda yardımcı olabilir miyim?"",""Hayır, teşekkürler. Güle güle."",""Rica ederim, yemeğinin tadını çıkar.""]}";
"{""id"":""SSNG0119.json"",""log"":[""Curry garden adı verilen bir yer bulmak için yardıma ihtiyacım var."",""Curry garden Hint yemekleri sunan pahalı bir restorandır. Sizin için rezervasyon yaptırmamı ister misin?\n"",""Evet Çarşamba günü 16: 15'te 1 kişi için rezervasyon yapabilir misin?"",""Üzgünüm, o anda boş masa yok. Farklı bir restoran aramamı ister misiniz?"",""Aynı bölgede ve fiyat aralığında farklı bir yemeğe ne dersin? Rezervasyon yapabilirseniz referans numarasına ihtiyacım var."",""Çarşamba günü 16: 15'te Kymmoy restoranını 1 kişi için ayırttım. Merkezde pahalı bir Asya restoranı. Rezervasyon numaranız N08TP996."",""Harika, teşekkürler. Bugün için ihtiyacım olan bu. Hoşçakal."",""Hoş geldiniz. İyi günler.""]}";
"{""id"":""SNG0466.json"",""log"":[""Şehrin merkezinde, makul bir fiyat aralığında bir yer arıyorum. Bana bazı seçenekler sunabilir misiniz?"",""Şehrin merkezinde epeyce seçenek var. Çin, İtalyan, İspanyol, Türk ve İngiliz yemekleri var. Ne arzu edersiniz?"",""Lübnan sunan bir seçenek var mı? Şu an gerçekten Lübnan mutfağına özlem duyuyorum."",""Evet! Ali Baba, ihtiyaçlarınıza uygun harika bir Lübnan restoranıdır. 59 Hills Road Şehir Merkezi'nde yer almaktadır. Başka hangi bilgilere ihtiyacınız var?"",""Lütfen bana bu akşam saat 19: 00'da Ali Baba 'ya rezervasyon yapabilir misiniz?"",""Kesinlikle, parti toplamda kaç kişi olacak?"","" Aslında, şimdi lütfen oranın adresini alabilir miyim?"",""Ali Baba, 59 Hills Road Şehir Merkezi'nde yer almaktadır. Başka bilgi ister misiniz?"",""Tek ihtiyacım olan bu. Yardımın için teşekkürler!"",""Bizimle iletişime geçtiğiniz için teşekkür ederiz. İyi günler!'""]}";
"{""id"":""SSNG0130.json"",""log"":[""Şehrin batısında ucuz bir restoran arıyorum lütfen."",""Bir İtalyan ve Vietnam restoranı var. Hangisini tercih edersin?"",""Önemli değil. Salı günü saat 17: 00'de 8 kişiyi oturabilmem gerekiyor."",""Size thanh binh 'de rezervasyon yapabildim, referans numaranız H0K8XFPQ."",""Tamam, teşekkürler. İyi günler!"",""Teşekkürler! Umarım harika bir gün geçirirsin!""]}";
"{""id"":""SNG0738.json"",""log"":[""Şehir merkezinde pahalı bir restoran bulmama yardım edebilir misiniz?"",""Şehir merkezinde birçok üst sınıf restoran var, tercih edeceğiniz belirli bir mutfak var mı?"",""Avrupa tarzı ​​bir şey denemek düşünüyordum."",""Eraina şehir merkezinde pahalı bir Avrupa restoranı, burada sizin için yer ayırmamı ister misiniz?"",""Kulağa hoş geliyor! Çarşamba günü saat 17: 30'da 7 kişilik bir rezervasyon yapabilir misin?"",""Rezervasyonunuz başarılı oldu. Masa 15 dakika boyunca rezerve edilecektir. Referans numarası 0UD63QC0. Bugün size başka bir konuda yardımcı olabilir miyim."",""Hayır, hepsi bu. Teşekkürler."",""Bizimle iletişime geçtiğiniz için teşekkür ederiz. İyi günler.""]}";
"{""id"":""SSNG0079.json"",""log"":[""Ucuz bir Afrika restoranı arıyorum."",""Üzgünüz, aramanızla eşleşen sonuç bulunamadı. Farklı bir fiyat aralığı ister misiniz?"",""Hayır, teşekkür ederim. Asya oryantal yemekleri sunan ucuz restoranlar var mı?"",""Evet, şehir merkezindeki Dojo Noodle Bar ve J Restaurant'ta aradığınız her şey var. Bunlardan birinde masa ayırtmak ister misiniz?"",""Kulağa hoş geliyor. Bunlardan herhangi birinde benim için Çarşamba günü saat 20: 00'de 6 kişi için ayırtır mısın?"",""Sizin için J Restaurant da rezervasyon yapabildim. Referans numaranız 3KVIT5AR. Masayı sadece 15 dakika tutacaklar. Başka bir isteğiniz var mı?"",""Hayır, kulağa hoş geliyor, teşekkürler"",""Bir şey değil. Afiyet olsun""]}";
"{""id"":""WOZ20019.json"",""log"":[""Şehrin güneyindeki bir restoranın adresine ve telefon numarasına ihtiyacım var."",""Şehrin güneyinde dokuz restoran var. Ne tür yemek yemek istersiniz?\n"",""Umurumda değil."",""Chiquito restoran bar şehrin güney kesimindedir. Adresi 2G Cambridge Leisure Park Cherry Hinton Road Cherry Hinton ve telefon numarası 01223 400170."",""Bana ne tür yiyecekler sunduklarını söyleyebilir misiniz?"","" Chiquito restoran barda Meksika yemekleri servis edilmektedir."",""Orta fiyatlı bir tane istiyorum. Chiquito Restaurant'ın fiyat aralığı nedir?"",""Korkarım Chiquito restoran bar pahalı. Pizza Hut Cherry Hinton, adında güneyde orta fiyatlı bir İtalyan restoranı var."",""Pizza Hut Cherry Hinton'un adresi nedir?"",""Adresleri G4 Cambridge Leisure Park Clifton Way Cherry Hinton."",""Pardon, hangi bölgedeydi?"",""şehrin güney kısmında yer alır"",""Teşekkürler, hoşçakal"",""İyi günler. ""]}";
"{""id"":""SNG0702.json"",""log"":[""Bana pahalı bir Fransız restoranı bulabilir misin?\n"",""2 pahalı Fransız restoranı var. Restoran Two Two ve Cote. Hangisine rezervasyon yapmak istersiniz?"",""Restaurant Two Two güzel gibi geldi, bana posta kodunu, adresini ve telefon numarasını verebilir misiniz?"",""Restaurant Two Two 22 Chesterton Road, Chesterton'da yer almaktadır. Posta kodları cb43ax'tır. Onlara 01223351880 numaralı telefondan ulaşabilirsiniz. Verebileceğim başka bir bilgi var mı?"",""Hayır, bugün ihtiyacım olanın hepsi bu. Teşekkür ederim."",""Rica ederiz. Cambridge TownInfo Center ile iletişim kurduğunuz için teşekkür eder, iyi günler dileriz! ""]}";
"{""id"":""WOZ20030.json"",""log"":[""Şehrin batısında bir İtalyan restoranı arıyorum. Ayrıca restoranın telefon numarasını ve adresini alabilir miyim?"",""La Margherita ve Prezzo var. Hangisini istersiniz?"",""Umurumda değil."",""Prezzo, şehrin batısında bir İtalyan restoranıdır ve orta fiyat aralığındadır. Adres 21-24 Northampton Road ve telefon numarası 01799 521260."",""Teşekkür ederim."",""Rica ederim. Eğer başka bir konuda yardımcı olabilirsem bize ulaşın.""]}";
"{""id"":""WOZ20648.json"",""log"":[""Dünya yemekleri sunan bir restoran arıyorum. Gerçekten iyi bir restoran olmalı ve pahalı olması sorun değil."",""Eşleşen restoran yok"",""Peki ya İtalyan? Harika bir atmosfer ve pahalı ile güzel bir yere gitmek istiyorum, adres, telefon numarası ve bölgesini söyleyebilir misin?"",""Caffe Uno, 32 Bridge Street şehir merkezinde bulunur ve telefon numarası 01223 448620'dir."",""teşekkür ederim hoşçakal"",""afiyet olsun!""]}";
"{""id"":""WOZ20179.json"",""log"":[""Merhaba, herhangi bir bölgede Lübnan restoranı arıyorum. Lütfen bana bir telefon numarası ve posta kodu verebilir misiniz? Çok açım ve yemeğe ihtiyacım var !!"",""Ali baba şehir merkezinde bir Lübnan restoranıdır. Telefon numarası 01462 432565 ve posta kodunu 2 C. B, 1 N. T"",""Teşekkür ederim, güle güle!"",""Rica ederim."",""teşekkür ederim. güle güle"",""Teşekkür ederim, güle güle.""]}";
"{""id"":""WOZ20617.json"",""log"":[""Korsika yemeği sunan bir restoran arıyorum lütfen."",""Eşleşen sonuç bulamadım."",""Gastropub'a ne dersin?"",""Şehrin hangi bölgesini istersiniz?"",""Umurumda değil"",""Fiyat aralığı sizin için önemli mi?"",""Hayır, bulabildiğin her şey olur."",""Sorgunuzla eşleşen dört sonuç var: backstreet bistro, royal standard, cow pizza mutfak ve slug and lettuce."",""Backstreet bistro'nun adresi, telefon numarası ve posta kodu nedir?"",""The Backstreet Bistro adresi: 2 Sturton Street City Center, posta kodu CB 1, 2 QA ve telefon numarası 01223 306306. Size yardımcı olabileceğim başka bir şey var mı?"","" Hepsi bu. Teşekkürler hoşça kalın."",""Restoranın tadını çıkarın ve iyi günler. Güle güle.'""]}";
"{""id"":""SNG0624.json"",""log"":[""Ortalama bir fiyat aralığında İngiliz yemekleri sunan bir restoran arıyorum, bu konuda bana yardımcı olabilir misiniz?"",""Evet, şehrin merkezinde ve batısında birçok yer var. Bölge tercihiniz var mı?"",""Batıyı deneyelim."",""Batıda Saint Johns Chop House adında bir tane var. Burada rezervasyon yaptırmak ister misiniz?"",""Şimdilik telefon numarasını ve posta kodunu alabilir miyim?"",""Numaraları 01223353110 Posta kodu cb30ad 'dır."",""Teşekkürler, ihtiyacım olan her şey bu kadar."",""Cambridge TownInfo Center'ı seçtiğiniz için teşekkür ederiz. ""]}";
"{""id"":""SSNG0091.json"",""log"":[""Ucuz bir İtalyan restoranı bulmama yardım eder misiniz?"",""Kriterlerinize uyan beş tane buldum. Bulunduğunuz yeri sorabilir miyim? Bu, araştırmamızı hassaslaştırmaya yardımcı olur."",""Hangi bölgede olduğu önemli değil. Çarşamba günü saat 11: 00'de 2 kişilik masa rezervasyonu yapabilir misiniz?"",""Masa rezervasyonu yapmadan önce mevcut restoranlardan herhangi biri hakkında daha fazla bilgi almak ister misiniz?"",""Eğer tavsiye için bildiğiniz bir tane varsa, bu çok iyi olur. Hiç bilmiyorum, bu yüzden rehberlik işime yarar."",""La Margherita'ya ne dersin?"",""Tamam, aynı fiyat aralığında olduğu sürece."",""La Margherita müsait değildi. Aynı fiyat aralığındaki Zizzi Cambridge'de rezervasyon yaptırmayı başardım. Referans numaranız QRJ5MP30'dur. Bu sizin için uygun mu?"",""Harika Evet, teşekkür ederim."",""Bugün başka bir konuda yardıma ihtiyacınız var mı?"",""Hayır, hepsi bu. Yardımın için tekrar teşekkürler."",""Hizmetimizi kullandığınız için teşekkür ederiz.""]}";
